# 
# 3-dimensional, 27ppt halo exchange (stencil)
# 16 runs per datapoint
#
# nodes         
64              466.278         466.071 466.305 466.612
128             466.278         466.278 466.29 466.475
256             466.278         466.278 466.46 466.922
512             466.278         466.278 466.712 467.387
1024            466.278         466.278 466.774 467.127
2048            466.278         466.278 466.767 467.273
4096            466.278         466.684 466.985 467.24
8192            466.278         466.777 466.983 467.172
16384           466.278         466.878 467.145 467.404
32768           466.278         - - -
65536           466.278         - - -
131072          466.278         - - -
