# LAMMPS LJ input performance
# 16 total runs per datapoint
#
# nodes no-noise
128     228.472         228.48 228.482 228.483
256     228.473         228.483 228.484 228.486
512     228.474         228.484 228.485 228.487
1024    228.475         228.485 228.487 228.489
2048    228.476         228.488 228.489 228.491
4096    228.476         228.49 228.492 228.495
8192    228.477         228.493 228.495 228.497
16384   228.478         228.496 228.499 228.502
32768   228.479         228.498 228.501 228.503
65536   228.48          228.503 228.505 228.508
131072  228.481         228.507 228.509 228.512
