# LAMMPS snap input performance 
# 16 total runs
# nodes         no-noise
128             36488.7         36488.7 36488.7 36488.7
256             36488.7         36488.7 36488.7 36488.7
512             36488.7         36488.7 36488.7 36488.7
1024            36488.7         36488.7 36488.7 36488.7
2048            36488.7         36488.7 36488.7 36488.7
4096            36488.7         36488.7 36488.7 36488.7
8192            36488.7         36488.7 36488.7 36488.7
16384           36488.7         36488.7 36488.7 36488.7
32768           36488.7         36488.7 36488.7 36488.7
65536           36488.7         36488.7 36488.7 36488.7
131072          36488.7         36488.7 36488.7 36488.8
