# 
# 
# 16 runs per datapoint
#
# nodes         
64              47.3428         47.3428 47.3434 47.345
128             47.4096         47.4208 47.422 47.4233
256             47.5113         47.5249 47.527 47.5326
512             47.6653         47.6664 47.6683 47.6712
1024            47.874          47.8779 47.8819 47.8893
2048            48.2265         48.2347 48.2395 48.2441
4096            48.8596         48.8787 48.8848 48.8929
8192            -               - - -
16384           -               - - -
32768           -               - - -
65536           -               - - -
131072          -               - - -
