# 
# 
# 16 runs per datapoint
#
# nodes         
64              47.3428         47.3428 47.3429 47.3436
128             47.4096         47.4201 47.4213 47.4225
256             47.5113         47.5242 47.5262 47.5282
512             47.6653         47.6634 47.665 47.6666
1024            47.874          47.8742 47.8759 47.8772
2048            48.2265         48.2247 48.227 48.2291
4096            48.8596         48.8591 48.8606 48.8621
8192            -               - - -
16384           -               - - -
32768           -               - - -
65536           -               - - -
131072          -               - - -
