# 
# MPI_Allreduce microbenchmark
#
# 16 runs per datapoint
#
# nodes         
128             281.602         281.601 281.603 281.605
256             281.899         281.996 281.997 281.999
512             282.196         282.389 282.392 282.395
1024            282.493         282.785 282.787 282.79
2048            282.79          283.183 283.186 283.189
4096            283.087         283.582 283.588 283.595
8192            283.383         283.991 283.997 284.004
16384           283.68          284.391 284.397 284.444
32768           -               - - -
65536           -               - - -
131072          -               - - -
