# 
# MPI_Reduce microbenchmark
# 16 runs per datapoint
#
# nodes         
128             282.526         282.526 282.576 282.69
256             282.639         282.639 282.706 282.768
512             282.751         282.751 282.841 282.981
1024            282.864         282.887 282.988 283.101
2048            282.977         283.045 283.093 283.125
4096            283.09          283.203 283.252 283.471
8192            283.202         283.32 283.357 283.465
16384           283.315         283.435 283.496 283.579
32768           283.428         283.558 283.6 283.722
65536           283.541         283.672 283.72 283.78
131072          -               - - -
