# LAMMPS snap input performance 
# 16 total runs
# nodes         no-noise
128             36488.7         36489.2 36489.3 36489.4
256             36488.7         36489.5 36489.7 36490
512             36488.7         36490.2 36490.5 36490.8
1024            36488.7         36491 36491.5 36492
2048            36488.7         36492.3 36492.6 36492.9
4096            36488.7         36493.3 36494.1 36494.6
8192            36488.7         36494.7 36495.1 36495.9
16384           36488.7         36495.3 36495.6 36495.9
32768           36488.7         36495.4 36495.8 36496.4
65536           36488.7         36496.1 36496.6 36497
131072          36488.7         36497 36497.9 36499
