# 
# 3-dimensional, 27ppt halo exchange (stencil)
# 16 runs per datapoint
#
# nodes         
64              466.278         465.829 466.577 467.102
128             466.278         466.381 466.878 467.387
256             466.278         466.591 467.068 467.621
512             466.278         466.943 467.124 467.591
1024            466.278         466.941 467.316 467.524
2048            466.278         467.13 467.36 467.855
4096            466.278         467.226 467.483 468.065
8192            466.278         467.522 467.731 468.006
16384           466.278         467.6 467.736 467.906
32768           466.278         - - -
65536           466.278         - - -
131072          466.278         - - -
