# 
# 3-dimensional, 27ppt halo exchange (stencil)
# 16 runs per datapoint
#
# nodes         
64              466.278         466.278 466.337 466.759
128             466.278         466.278 466.39 466.87
256             466.278         466.278 466.454 466.864
512             466.278         466.278 466.494 466.87
1024            466.278         466.278 466.728 467.25
2048            466.278         466.571 466.879 467.349
4096            466.278         466.654 466.94 467.247
8192            466.278         466.881 467.124 467.53
16384           466.278         466.878 467.117 467.293
32768           466.278         - - -
65536           466.278         - - -
131072          466.278         - - -
