# 
# MPI_Allreduce microbenchmark
#
# 16 runs per datapoint
#
# nodes         
128             281.602         281.602 281.605 281.606
256             281.899         282 282.003 282.005
512             282.196         282.396 282.401 282.405
1024            282.493         282.798 282.806 282.818
2048            282.79          283.208 283.22 283.235
4096            283.087         283.644 283.657 283.68
8192            283.383         284.122 284.133 284.151
16384           283.68          284.562 284.573 284.591
32768           -               - - -
65536           -               - - -
131072          -               - - -
