# 
# 
# 16 runs per datapoint
#
# nodes         
64              47.3428         47.3428 47.3429 47.3434
128             47.4096         47.4195 47.4215 47.4231
256             47.5113         47.5248 47.5264 47.5283
512             47.6653         47.6641 47.665 47.6667
1024            47.874          47.875 47.8761 47.8776
2048            48.2265         48.2253 48.2279 48.2313
4096            48.8596         48.861 48.8631 48.8661
8192            -               - - -
16384           -               - - -
32768           -               - - -
65536           -               - - -
131072          -               - - -
