# LAMMPS crack input performance 
# 16 total runs
# nodes         no-noise
64              49.42           49.4519 49.452 49.4526
128             49.4804         49.5093 49.5104 49.5119
256             49.5634         49.5806 49.5824 49.5837
512             49.6485         49.6558 49.6569 49.6578
1024            49.7369         49.7284 49.7292 49.7307
2048            49.8292         49.8002 49.8016 49.8031
4096            49.9219         49.8714 49.8734 49.8752
8192            50.0112         49.9442 49.9459 49.9478
16384           50.1008         50.0165 50.0196 50.0239
32768           50.1915         50.0914 50.0969 50.1045
65536           50.2725         - - -
131072          -               - - -
