# Lulesh input performance
# 16 total runs per datapoint
#
# nodes no-noise
64      125.901         125.901 125.901 125.901
128     125.911         125.911 125.912 125.912
256     125.922         125.922 125.922 125.924
512     125.933         125.933 125.933 125.936
1024    125.943         125.943 125.947 125.951
2048    125.954         125.957 125.965 125.969
4096    125.964         125.977 125.982 125.985
8192    125.975         125.992 126 126.006
16384   125.986         126.015 126.022 126.027
32768   125.996         - - -
65536   -               - - -
131072  -               - - -
