# /lscratch1/kbferre/app-traces/mutrino/sparc/128/rank-000.txt
 delta	 tstmp
19	 1511284091579733
17	 1511284091579750
16	 1511284091579766
16	 1511284091579782
16	 1511284091579798
15	 1511284091579813
637893	 1511284092217706
1034182	 1511284093251888
13297	 1511284093265185
4971	 1511284093270156
413	 1511284093270569
28	 1511284093270597
18	 1511284093270615
18	 1511284093270633
15	 1511284093270648
15	 1511284093270663
16	 1511284093270679
637454	 1511284093908133
1028494	 1511284094936627
16085	 1511284094952712
4975	 1511284094957687
474	 1511284094958161
20	 1511284094958181
17	 1511284094958198
16	 1511284094958214
15	 1511284094958229
16	 1511284094958245
15	 1511284094958260
637427	 1511284095595687
1021040	 1511284096616727
6663	 1511284096623390
5049	 1511284096628439
356	 1511284096628795
19	 1511284096628814
16	 1511284096628830
29	 1511284096628859
17	 1511284096628876
16	 1511284096628892
15	 1511284096628907
638895	 1511284097267802
1013654	 1511284098281456
21896	 1511284098303352
4988	 1511284098308340
393	 1511284098308733
16	 1511284098308749
18	 1511284098308767
26	 1511284098308793
15	 1511284098308808
37	 1511284098308845
19	 1511284098308864
638168	 1511284098947032
1023248	 1511284099970280
16909	 1511284099987189
4972	 1511284099992161
362	 1511284099992523
24	 1511284099992547
28	 1511284099992575
17	 1511284099992592
16	 1511284099992608
16	 1511284099992624
15	 1511284099992639
638382	 1511284100631021
1027476	 1511284101658497
17341	 1511284101675838
5008	 1511284101680846
347	 1511284101681193
28	 1511284101681221
17	 1511284101681238
28	 1511284101681266
17	 1511284101681283
15	 1511284101681298
29	 1511284101681327
