# /lscratch1/kbferre/app-traces/mutrino/cth-st/128/rank-000.txt
 delta	 tstmp
13	 1519431156560889
16	 1519431156560905
11	 1519431156560916
586377	 1519431157147293
61486	 1519431157208779
25652	 1519431157234431
14	 1519431157234445
13	 1519431157234458
17	 1519431157234475
1531900	 1519431158766375
249368	 1519431159015743
38682	 1519431159054425
15	 1519431159054440
10	 1519431159054450
12	 1519431159054462
10	 1519431159054472
10	 1519431159054482
10	 1519431159054492
23	 1519431159054515
12	 1519431159054527
12	 1519431159054539
12	 1519431159054551
9	 1519431159054560
10	 1519431159054570
10	 1519431159054580
10	 1519431159054590
9	 1519431159054599
10	 1519431159054609
12	 1519431159054621
9	 1519431159054630
10	 1519431159054640
10	 1519431159054650
10	 1519431159054660
10	 1519431159054670
10	 1519431159054680
10	 1519431159054690
9	 1519431159054699
10	 1519431159054709
11	 1519431159054720
9	 1519431159054729
10	 1519431159054739
22	 1519431159054761
93	 1519431159054854
17	 1519431159054871
8	 1519431159054879
11	 1519431159054890
17	 1519431159054907
11	 1519431159054918
585132	 1519431159640050
59738	 1519431159699788
28734	 1519431159728522
13	 1519431159728535
11	 1519431159728546
15	 1519431159728561
1544153	 1519431161272714
256269	 1519431161528983
30548	 1519431161559531
13	 1519431161559544
11	 1519431161559555
10	 1519431161559565
11	 1519431161559576
10	 1519431161559586
11	 1519431161559597
11	 1519431161559608
9	 1519431161559617
10	 1519431161559627
10	 1519431161559637
10	 1519431161559647
10	 1519431161559657
10	 1519431161559667
10	 1519431161559677
10	 1519431161559687
10	 1519431161559697
10	 1519431161559707
10	 1519431161559717
9	 1519431161559726
10	 1519431161559736
11	 1519431161559747
13	 1519431161559760
10	 1519431161559770
9	 1519431161559779
10	 1519431161559789
10	 1519431161559799
9	 1519431161559808
11	 1519431161559819
10	 1519431161559829
22	 1519431161559851
93	 1519431161559944
16	 1519431161559960
9	 1519431161559969
11	 1519431161559980
17	 1519431161559997
12	 1519431161560009
584048	 1519431162144057
61896	 1519431162205953
27703	 1519431162233656
15	 1519431162233671
11	 1519431162233682
17	 1519431162233699
1528316	 1519431163762015
253471	 1519431164015486
28664	 1519431164044150
16	 1519431164044166
10	 1519431164044176
11	 1519431164044187
12	 1519431164044199
10	 1519431164044209
10	 1519431164044219
9	 1519431164044228
11	 1519431164044239
10	 1519431164044249
10	 1519431164044259
11	 1519431164044270
10	 1519431164044280
10	 1519431164044290
9	 1519431164044299
10	 1519431164044309
10	 1519431164044319
10	 1519431164044329
11	 1519431164044340
10	 1519431164044350
9	 1519431164044359
10	 1519431164044369
13	 1519431164044382
10	 1519431164044392
9	 1519431164044401
11	 1519431164044412
10	 1519431164044422
9	 1519431164044431
10	 1519431164044441
9	 1519431164044450
23	 1519431164044473
94	 1519431164044567
18	 1519431164044585
9	 1519431164044594
11	 1519431164044605
16	 1519431164044621
11	 1519431164044632
585107	 1519431164629739
60017	 1519431164689756
26226	 1519431164715982
15	 1519431164715997
11	 1519431164716008
15	 1519431164716023
1538735	 1519431166254758
250471	 1519431166505229
29820	 1519431166535049
16	 1519431166535065
10	 1519431166535075
10	 1519431166535085
10	 1519431166535095
11	 1519431166535106
10	 1519431166535116
10	 1519431166535126
12	 1519431166535138
9	 1519431166535147
11	 1519431166535158
10	 1519431166535168
9	 1519431166535177
10	 1519431166535187
10	 1519431166535197
11	 1519431166535208
10	 1519431166535218
10	 1519431166535228
9	 1519431166535237
10	 1519431166535247
10	 1519431166535257
10	 1519431166535267
15	 1519431166535282
9	 1519431166535291
10	 1519431166535301
10	 1519431166535311
9	 1519431166535320
10	 1519431166535330
9	 1519431166535339
11	 1519431166535350
23	 1519431166535373
94	 1519431166535467
16	 1519431166535483
9	 1519431166535492
11	 1519431166535503
17	 1519431166535520
12	 1519431166535532
586985	 1519431167122517
59614	 1519431167182131
29103	 1519431167211234
13	 1519431167211247
12	 1519431167211259
15	 1519431167211274
1529659	 1519431168740933
254796	 1519431168995729
33905	 1519431169029634
14	 1519431169029648
11	 1519431169029659
10	 1519431169029669
12	 1519431169029681
24	 1519431169029705
9	 1519431169029714
11	 1519431169029725
10	 1519431169029735
10	 1519431169029745
10	 1519431169029755
15	 1519431169029770
16	 1519431169029786
11	 1519431169029797
8	 1519431169029805
10	 1519431169029815
10	 1519431169029825
10	 1519431169029835
10	 1519431169029845
10	 1519431169029855
9	 1519431169029864
11	 1519431169029875
11	 1519431169029886
9	 1519431169029895
10	 1519431169029905
9	 1519431169029914
11	 1519431169029925
10	 1519431169029935
15	 1519431169029950
14	 1519431169029964
27	 1519431169029991
93	 1519431169030084
16	 1519431169030100
11	 1519431169030111
10	 1519431169030121
17	 1519431169030138
11	 1519431169030149
584111	 1519431169614260
61076	 1519431169675336
26660	 1519431169701996
15	 1519431169702011
12	 1519431169702023
16	 1519431169702039
1537369	 1519431171239408
244293	 1519431171483701
32518	 1519431171516219
14	 1519431171516233
12	 1519431171516245
11	 1519431171516256
10	 1519431171516266
10	 1519431171516276
10	 1519431171516286
10	 1519431171516296
10	 1519431171516306
11	 1519431171516317
9	 1519431171516326
12	 1519431171516338
10	 1519431171516348
9	 1519431171516357
10	 1519431171516367
10	 1519431171516377
11	 1519431171516388
11	 1519431171516399
9	 1519431171516408
10	 1519431171516418
9	 1519431171516427
11	 1519431171516438
10	 1519431171516448
11	 1519431171516459
9	 1519431171516468
10	 1519431171516478
10	 1519431171516488
9	 1519431171516497
10	 1519431171516507
10	 1519431171516517
24	 1519431171516541
111	 1519431171516652
17	 1519431171516669
9	 1519431171516678
12	 1519431171516690
16	 1519431171516706
10	 1519431171516716
587658	 1519431172104374
59237	 1519431172163611
28427	 1519431172192038
14	 1519431172192052
11	 1519431172192063
15	 1519431172192078
1519810	 1519431173711888
246532	 1519431173958420
30123	 1519431173988543
13	 1519431173988556
11	 1519431173988567
10	 1519431173988577
11	 1519431173988588
10	 1519431173988598
11	 1519431173988609
10	 1519431173988619
9	 1519431173988628
10	 1519431173988638
10	 1519431173988648
10	 1519431173988658
9	 1519431173988667
12	 1519431173988679
10	 1519431173988689
9	 1519431173988698
10	 1519431173988708
14	 1519431173988722
9	 1519431173988731
10	 1519431173988741
11	 1519431173988752
10	 1519431173988762
14	 1519431173988776
9	 1519431173988785
10	 1519431173988795
10	 1519431173988805
9	 1519431173988814
11	 1519431173988825
10	 1519431173988835
10	 1519431173988845
23	 1519431173988868
107	 1519431173988975
17	 1519431173988992
9	 1519431173989001
12	 1519431173989013
17	 1519431173989030
11	 1519431173989041
582290	 1519431174571331
64991	 1519431174636322
27977	 1519431174664299
17	 1519431174664316
13	 1519431174664329
16	 1519431174664345
1538154	 1519431176202499
250807	 1519431176453306
35072	 1519431176488378
12	 1519431176488390
12	 1519431176488402
12	 1519431176488414
10	 1519431176488424
10	 1519431176488434
12	 1519431176488446
9	 1519431176488455
10	 1519431176488465
10	 1519431176488475
11	 1519431176488486
10	 1519431176488496
10	 1519431176488506
10	 1519431176488516
9	 1519431176488525
10	 1519431176488535
10	 1519431176488545
11	 1519431176488556
12	 1519431176488568
10	 1519431176488578
10	 1519431176488588
14	 1519431176488602
11	 1519431176488613
10	 1519431176488623
12	 1519431176488635
9	 1519431176488644
10	 1519431176488654
10	 1519431176488664
9	 1519431176488673
9	 1519431176488682
23	 1519431176488705
96	 1519431176488801
16	 1519431176488817
9	 1519431176488826
10	 1519431176488836
16	 1519431176488852
12	 1519431176488864
587409	 1519431177076273
58509	 1519431177134782
29071	 1519431177163853
17	 1519431177163870
11	 1519431177163881
16	 1519431177163897
1546849	 1519431178710746
240218	 1519431178950964
27657	 1519431178978621
14	 1519431178978635
10	 1519431178978645
10	 1519431178978655
10	 1519431178978665
10	 1519431178978675
10	 1519431178978685
11	 1519431178978696
10	 1519431178978706
10	 1519431178978716
10	 1519431178978726
10	 1519431178978736
9	 1519431178978745
11	 1519431178978756
11	 1519431178978767
10	 1519431178978777
10	 1519431178978787
10	 1519431178978797
10	 1519431178978807
11	 1519431178978818
9	 1519431178978827
12	 1519431178978839
10	 1519431178978849
10	 1519431178978859
10	 1519431178978869
9	 1519431178978878
9	 1519431178978887
10	 1519431178978897
11	 1519431178978908
9	 1519431178978917
24	 1519431178978941
121	 1519431178979062
18	 1519431178979080
8	 1519431178979088
11	 1519431178979099
18	 1519431178979117
11	 1519431178979128
586165	 1519431179565293
60548	 1519431179625841
27173	 1519431179653014
16	 1519431179653030
11	 1519431179653041
18	 1519431179653059
1549222	 1519431181202281
246725	 1519431181449006
33041	 1519431181482047
14	 1519431181482061
10	 1519431181482071
10	 1519431181482081
12	 1519431181482093
10	 1519431181482103
10	 1519431181482113
10	 1519431181482123
10	 1519431181482133
10	 1519431181482143
10	 1519431181482153
11	 1519431181482164
9	 1519431181482173
10	 1519431181482183
10	 1519431181482193
10	 1519431181482203
10	 1519431181482213
9	 1519431181482222
12	 1519431181482234
9	 1519431181482243
14	 1519431181482257
10	 1519431181482267
14	 1519431181482281
9	 1519431181482290
10	 1519431181482300
11	 1519431181482311
10	 1519431181482321
10	 1519431181482331
9	 1519431181482340
10	 1519431181482350
23	 1519431181482373
94	 1519431181482467
18	 1519431181482485
8	 1519431181482493
16	 1519431181482509
19	 1519431181482528
11	 1519431181482539
588014	 1519431182070553
60096	 1519431182130649
27309	 1519431182157958
19	 1519431182157977
12	 1519431182157989
16	 1519431182158005
1547413	 1519431183705418
255576	 1519431183960994
27777	 1519431183988771
17	 1519431183988788
10	 1519431183988798
11	 1519431183988809
10	 1519431183988819
10	 1519431183988829
10	 1519431183988839
10	 1519431183988849
11	 1519431183988860
9	 1519431183988869
10	 1519431183988879
10	 1519431183988889
10	 1519431183988899
9	 1519431183988908
10	 1519431183988918
11	 1519431183988929
9	 1519431183988938
10	 1519431183988948
10	 1519431183988958
10	 1519431183988968
9	 1519431183988977
11	 1519431183988988
15	 1519431183989003
9	 1519431183989012
10	 1519431183989022
10	 1519431183989032
10	 1519431183989042
9	 1519431183989051
10	 1519431183989061
11	 1519431183989072
22	 1519431183989094
94	 1519431183989188
17	 1519431183989205
8	 1519431183989213
11	 1519431183989224
19	 1519431183989243
14	 1519431183989257
585640	 1519431184574897
61857	 1519431184636754
26679	 1519431184663433
14	 1519431184663447
12	 1519431184663459
16	 1519431184663475
1529820	 1519431186193295
249740	 1519431186443035
29245	 1519431186472280
16	 1519431186472296
10	 1519431186472306
11	 1519431186472317
10	 1519431186472327
11	 1519431186472338
10	 1519431186472348
10	 1519431186472358
10	 1519431186472368
9	 1519431186472377
11	 1519431186472388
9	 1519431186472397
12	 1519431186472409
9	 1519431186472418
10	 1519431186472428
10	 1519431186472438
9	 1519431186472447
11	 1519431186472458
9	 1519431186472467
11	 1519431186472478
10	 1519431186472488
10	 1519431186472498
15	 1519431186472513
9	 1519431186472522
10	 1519431186472532
10	 1519431186472542
11	 1519431186472553
9	 1519431186472562
10	 1519431186472572
10	 1519431186472582
22	 1519431186472604
94	 1519431186472698
16	 1519431186472714
14	 1519431186472728
10	 1519431186472738
16	 1519431186472754
11	 1519431186472765
588599	 1519431187061364
58779	 1519431187120143
27415	 1519431187147558
19	 1519431187147577
11	 1519431187147588
17	 1519431187147605
1518446	 1519431188666051
251193	 1519431188917244
35922	 1519431188953166
15	 1519431188953181
13	 1519431188953194
10	 1519431188953204
10	 1519431188953214
10	 1519431188953224
10	 1519431188953234
10	 1519431188953244
11	 1519431188953255
11	 1519431188953266
10	 1519431188953276
19	 1519431188953295
13	 1519431188953308
11	 1519431188953319
10	 1519431188953329
10	 1519431188953339
11	 1519431188953350
10	 1519431188953360
11	 1519431188953371
9	 1519431188953380
10	 1519431188953390
10	 1519431188953400
10	 1519431188953410
11	 1519431188953421
10	 1519431188953431
9	 1519431188953440
10	 1519431188953450
10	 1519431188953460
10	 1519431188953470
9	 1519431188953479
24	 1519431188953503
93	 1519431188953596
16	 1519431188953612
9	 1519431188953621
11	 1519431188953632
16	 1519431188953648
11	 1519431188953659
584365	 1519431189538024
63655	 1519431189601679
27855	 1519431189629534
14	 1519431189629548
12	 1519431189629560
15	 1519431189629575
1533485	 1519431191163060
251534	 1519431191414594
30562	 1519431191445156
15	 1519431191445171
11	 1519431191445182
10	 1519431191445192
11	 1519431191445203
9	 1519431191445212
13	 1519431191445225
9	 1519431191445234
9	 1519431191445243
11	 1519431191445254
10	 1519431191445264
9	 1519431191445273
17	 1519431191445290
14	 1519431191445304
14	 1519431191445318
9	 1519431191445327
11	 1519431191445338
10	 1519431191445348
8773	 1519431191454121
11	 1519431191454132
11	 1519431191454143
10	 1519431191454153
14	 1519431191454167
9	 1519431191454176
10	 1519431191454186
10	 1519431191454196
10	 1519431191454206
12	 1519431191454218
9	 1519431191454227
10	 1519431191454237
22	 1519431191454259
80	 1519431191454339
15	 1519431191454354
9	 1519431191454363
13	 1519431191454376
17	 1519431191454393
11	 1519431191454404
583138	 1519431192037542
63090	 1519431192100632
28314	 1519431192128946
19	 1519431192128965
12	 1519431192128977
17	 1519431192128994
1523149	 1519431193652143
250892	 1519431193903035
26258	 1519431193929293
12	 1519431193929305
12	 1519431193929317
13	 1519431193929330
10	 1519431193929340
10	 1519431193929350
10	 1519431193929360
9	 1519431193929369
10	 1519431193929379
10	 1519431193929389
12	 1519431193929401
9	 1519431193929410
10	 1519431193929420
10	 1519431193929430
9	 1519431193929439
10	 1519431193929449
11	 1519431193929460
11	 1519431193929471
10	 1519431193929481
9	 1519431193929490
10	 1519431193929500
10	 1519431193929510
14	 1519431193929524
10	 1519431193929534
11	 1519431193929545
9	 1519431193929554
10	 1519431193929564
10	 1519431193929574
9	 1519431193929583
10	 1519431193929593
23	 1519431193929616
95	 1519431193929711
16	 1519431193929727
9	 1519431193929736
11	 1519431193929747
21	 1519431193929768
16	 1519431193929784
582907	 1519431194512691
63482	 1519431194576173
26610	 1519431194602783
14	 1519431194602797
11	 1519431194602808
15	 1519431194602823
1545571	 1519431196148394
254259	 1519431196402653
30465	 1519431196433118
14	 1519431196433132
10	 1519431196433142
11	 1519431196433153
10	 1519431196433163
10	 1519431196433173
10	 1519431196433183
11	 1519431196433194
10	 1519431196433204
10	 1519431196433214
10	 1519431196433224
10	 1519431196433234
10	 1519431196433244
9	 1519431196433253
11	 1519431196433264
14	 1519431196433278
16	 1519431196433294
13	 1519431196433307
13	 1519431196433320
10	 1519431196433330
9	 1519431196433339
30	 1519431196433369
13	 1519431196433382
10	 1519431196433392
9	 1519431196433401
10	 1519431196433411
10	 1519431196433421
10	 1519431196433431
11	 1519431196433442
9	 1519431196433451
24	 1519431196433475
92	 1519431196433567
15	 1519431196433582
9	 1519431196433591
13	 1519431196433604
18	 1519431196433622
12	 1519431196433634
584922	 1519431197018556
62588	 1519431197081144
27220	 1519431197108364
18	 1519431197108382
10	 1519431197108392
18	 1519431197108410
1518645	 1519431198627055
248932	 1519431198875987
29955	 1519431198905942
25	 1519431198905967
13	 1519431198905980
10	 1519431198905990
12	 1519431198906002
9	 1519431198906011
11	 1519431198906022
10	 1519431198906032
10	 1519431198906042
9	 1519431198906051
10	 1519431198906061
12	 1519431198906073
9	 1519431198906082
10	 1519431198906092
10	 1519431198906102
10	 1519431198906112
10	 1519431198906122
11	 1519431198906133
11	 1519431198906144
9	 1519431198906153
11	 1519431198906164
9	 1519431198906173
14	 1519431198906187
9	 1519431198906196
9	 1519431198906205
12	 1519431198906217
9	 1519431198906226
10	 1519431198906236
10	 1519431198906246
9	 1519431198906255
23	 1519431198906278
94	 1519431198906372
18	 1519431198906390
9	 1519431198906399
11	 1519431198906410
15	 1519431198906425
12	 1519431198906437
582765	 1519431199489202
60868	 1519431199550070
28801	 1519431199578871
17	 1519431199578888
11	 1519431199578899
16	 1519431199578915
1523250	 1519431201102165
262935	 1519431201365100
32022	 1519431201397122
14	 1519431201397136
10	 1519431201397146
11	 1519431201397157
12	 1519431201397169
11	 1519431201397180
10	 1519431201397190
10	 1519431201397200
10	 1519431201397210
10	 1519431201397220
10	 1519431201397230
9	 1519431201397239
10	 1519431201397249
9	 1519431201397258
15	 1519431201397273
15	 1519431201397288
13	 1519431201397301
11	 1519431201397312
10	 1519431201397322
9	 1519431201397331
10	 1519431201397341
10	 1519431201397351
14	 1519431201397365
9	 1519431201397374
10	 1519431201397384
11	 1519431201397395
9	 1519431201397404
10	 1519431201397414
9	 1519431201397423
11	 1519431201397434
22	 1519431201397456
95	 1519431201397551
16	 1519431201397567
9	 1519431201397576
11	 1519431201397587
16	 1519431201397603
13	 1519431201397616
588385	 1519431201986001
58374	 1519431202044375
28791	 1519431202073166
12	 1519431202073178
11	 1519431202073189
17	 1519431202073206
1551652	 1519431203624858
249374	 1519431203874232
32176	 1519431203906408
13	 1519431203906421
10	 1519431203906431
11	 1519431203906442
10	 1519431203906452
12	 1519431203906464
12	 1519431203906476
15	 1519431203906491
12	 1519431203906503
11	 1519431203906514
10	 1519431203906524
10	 1519431203906534
11	 1519431203906545
9	 1519431203906554
10	 1519431203906564
12	 1519431203906576
13	 1519431203906589
9	 1519431203906598
10	 1519431203906608
11	 1519431203906619
9	 1519431203906628
10	 1519431203906638
15	 1519431203906653
9	 1519431203906662
9	 1519431203906671
9	 1519431203906680
11	 1519431203906691
9	 1519431203906700
9	 1519431203906709
21	 1519431203906730
22	 1519431203906752
109	 1519431203906861
17	 1519431203906878
11	 1519431203906889
10	 1519431203906899
16	 1519431203906915
11	 1519431203906926
585269	 1519431204492195
61831	 1519431204554026
27217	 1519431204581243
17	 1519431204581260
17	 1519431204581277
19	 1519431204581296
1550038	 1519431206131334
249838	 1519431206381172
28176	 1519431206409348
12	 1519431206409360
12	 1519431206409372
10	 1519431206409382
10	 1519431206409392
10	 1519431206409402
10	 1519431206409412
10	 1519431206409422
9	 1519431206409431
12	 1519431206409443
9	 1519431206409452
10	 1519431206409462
10	 1519431206409472
10	 1519431206409482
9	 1519431206409491
10	 1519431206409501
11	 1519431206409512
10	 1519431206409522
10	 1519431206409532
10	 1519431206409542
9	 1519431206409551
12	 1519431206409563
16	 1519431206409579
10	 1519431206409589
10	 1519431206409599
9	 1519431206409608
10	 1519431206409618
10	 1519431206409628
9	 1519431206409637
9	 1519431206409646
24	 1519431206409670
100	 1519431206409770
24	 1519431206409794
10	 1519431206409804
13	 1519431206409817
15	 1519431206409832
13	 1519431206409845
587296	 1519431206997141
59022	 1519431207056163
29648	 1519431207085811
16	 1519431207085827
11	 1519431207085838
16	 1519431207085854
1550177	 1519431208636031
254243	 1519431208890274
28071	 1519431208918345
13	 1519431208918358
10	 1519431208918368
12	 1519431208918380
9	 1519431208918389
10	 1519431208918399
12	 1519431208918411
8	 1519431208918419
11	 1519431208918430
9	 1519431208918439
16	 1519431208918455
9	 1519431208918464
16	 1519431208918480
14	 1519431208918494
12	 1519431208918506
10	 1519431208918516
10	 1519431208918526
10	 1519431208918536
10	 1519431208918546
9	 1519431208918555
11	 1519431208918566
10	 1519431208918576
13	 1519431208918589
10	 1519431208918599
9	 1519431208918608
10	 1519431208918618
10	 1519431208918628
10	 1519431208918638
10	 1519431208918648
12	 1519431208918660
22	 1519431208918682
114	 1519431208918796
17	 1519431208918813
9	 1519431208918822
12	 1519431208918834
16	 1519431208918850
11	 1519431208918861
586343	 1519431209505204
61621	 1519431209566825
27587	 1519431209594412
14	 1519431209594426
13	 1519431209594439
15	 1519431209594454
1530741	 1519431211125195
252916	 1519431211378111
35182	 1519431211413293
15	 1519431211413308
11	 1519431211413319
11	 1519431211413330
10	 1519431211413340
10	 1519431211413350
10	 1519431211413360
10	 1519431211413370
10	 1519431211413380
10	 1519431211413390
12	 1519431211413402
9	 1519431211413411
10	 1519431211413421
10	 1519431211413431
11	 1519431211413442
10	 1519431211413452
11	 1519431211413463
10	 1519431211413473
10	 1519431211413483
10	 1519431211413493
9	 1519431211413502
11	 1519431211413513
13	 1519431211413526
10	 1519431211413536
10	 1519431211413546
10	 1519431211413556
10	 1519431211413566
10	 1519431211413576
9	 1519431211413585
10	 1519431211413595
25	 1519431211413620
95	 1519431211413715
16	 1519431211413731
9	 1519431211413740
14	 1519431211413754
22	 1519431211413776
15	 1519431211413791
589813	 1519431212003604
58432	 1519431212062036
27891	 1519431212089927
15	 1519431212089942
18	 1519431212089960
18	 1519431212089978
1534266	 1519431213624244
247538	 1519431213871782
30173	 1519431213901955
16	 1519431213901971
14	 1519431213901985
11	 1519431213901996
10	 1519431213902006
10	 1519431213902016
9	 1519431213902025
11	 1519431213902036
10	 1519431213902046
10	 1519431213902056
9	 1519431213902065
10	 1519431213902075
10	 1519431213902085
9	 1519431213902094
11	 1519431213902105
9	 1519431213902114
10	 1519431213902124
10	 1519431213902134
9	 1519431213902143
10	 1519431213902153
9	 1519431213902162
11	 1519431213902173
14	 1519431213902187
12	 1519431213902199
9	 1519431213902208
9	 1519431213902217
10	 1519431213902227
10	 1519431213902237
10	 1519431213902247
10	 1519431213902257
22	 1519431213902279
92	 1519431213902371
16	 1519431213902387
8	 1519431213902395
11	 1519431213902406
18	 1519431213902424
11	 1519431213902435
586677	 1519431214489112
59940	 1519431214549052
28739	 1519431214577791
15	 1519431214577806
11	 1519431214577817
18	 1519431214577835
1539913	 1519431216117748
251789	 1519431216369537
25842	 1519431216395379
15	 1519431216395394
10	 1519431216395404
11	 1519431216395415
11	 1519431216395426
10	 1519431216395436
10	 1519431216395446
10	 1519431216395456
10	 1519431216395466
10	 1519431216395476
10	 1519431216395486
12	 1519431216395498
9	 1519431216395507
10	 1519431216395517
10	 1519431216395527
10	 1519431216395537
10	 1519431216395547
10	 1519431216395557
28	 1519431216395585
10	 1519431216395595
10	 1519431216395605
10	 1519431216395615
14	 1519431216395629
9	 1519431216395638
10	 1519431216395648
11	 1519431216395659
9	 1519431216395668
10	 1519431216395678
9	 1519431216395687
10	 1519431216395697
22	 1519431216395719
110	 1519431216395829
18	 1519431216395847
9	 1519431216395856
11	 1519431216395867
15	 1519431216395882
13	 1519431216395895
588678	 1519431216984573
61263	 1519431217045836
27786	 1519431217073622
14	 1519431217073636
10	 1519431217073646
17	 1519431217073663
1511496	 1519431218585159
255042	 1519431218840201
30477	 1519431218870678
14	 1519431218870692
11	 1519431218870703
10	 1519431218870713
10	 1519431218870723
28	 1519431218870751
9	 1519431218870760
10	 1519431218870770
11	 1519431218870781
10	 1519431218870791
10	 1519431218870801
8978	 1519431218879779
13	 1519431218879792
10	 1519431218879802
9	 1519431218879811
11	 1519431218879822
10	 1519431218879832
10	 1519431218879842
9	 1519431218879851
11	 1519431218879862
10	 1519431218879872
11	 1519431218879883
15	 1519431218879898
9	 1519431218879907
10	 1519431218879917
9	 1519431218879926
10	 1519431218879936
9	 1519431218879945
10	 1519431218879955
12	 1519431218879967
22	 1519431218879989
94	 1519431218880083
16	 1519431218880099
9	 1519431218880108
10	 1519431218880118
16	 1519431218880134
16	 1519431218880150
587916	 1519431219468066
58405	 1519431219526471
29518	 1519431219555989
14	 1519431219556003
11	 1519431219556014
15	 1519431219556029
1526558	 1519431221082587
251617	 1519431221334204
31756	 1519431221365960
17	 1519431221365977
11	 1519431221365988
11	 1519431221365999
10	 1519431221366009
12	 1519431221366021
9	 1519431221366030
11	 1519431221366041
9	 1519431221366050
10	 1519431221366060
10	 1519431221366070
10	 1519431221366080
11	 1519431221366091
9	 1519431221366100
10	 1519431221366110
10	 1519431221366120
11	 1519431221366131
10	 1519431221366141
10	 1519431221366151
11	 1519431221366162
10	 1519431221366172
10	 1519431221366182
14	 1519431221366196
9177	 1519431221375373
18	 1519431221375391
10	 1519431221375401
29	 1519431221375430
9	 1519431221375439
11	 1519431221375450
9	 1519431221375459
22	 1519431221375481
92	 1519431221375573
16	 1519431221375589
10	 1519431221375599
12	 1519431221375611
15	 1519431221375626
11	 1519431221375637
589580	 1519431221965217
58492	 1519431222023709
27196	 1519431222050905
14	 1519431222050919
12	 1519431222050931
16	 1519431222050947
1532347	 1519431223583294
249294	 1519431223832588
29937	 1519431223862525
13	 1519431223862538
12	 1519431223862550
10	 1519431223862560
11	 1519431223862571
10	 1519431223862581
10	 1519431223862591
10	 1519431223862601
10	 1519431223862611
11	 1519431223862622
9	 1519431223862631
10	 1519431223862641
10	 1519431223862651
10	 1519431223862661
10	 1519431223862671
9	 1519431223862680
12	 1519431223862692
9	 1519431223862701
10	 1519431223862711
10	 1519431223862721
9	 1519431223862730
10	 1519431223862740
15	 1519431223862755
11	 1519431223862766
9	 1519431223862775
10	 1519431223862785
10	 1519431223862795
9	 1519431223862804
10	 1519431223862814
10	 1519431223862824
23	 1519431223862847
109	 1519431223862956
17	 1519431223862973
8	 1519431223862981
12	 1519431223862993
15	 1519431223863008
12	 1519431223863020
588924	 1519431224451944
58360	 1519431224510304
28311	 1519431224538615
14	 1519431224538629
11	 1519431224538640
15	 1519431224538655
1540752	 1519431226079407
257942	 1519431226337349
27509	 1519431226364858
15	 1519431226364873
11	 1519431226364884
10	 1519431226364894
11	 1519431226364905
10	 1519431226364915
11	 1519431226364926
10	 1519431226364936
10	 1519431226364946
10	 1519431226364956
10	 1519431226364966
10	 1519431226364976
10	 1519431226364986
11	 1519431226364997
9	 1519431226365006
10	 1519431226365016
9	 1519431226365025
11	 1519431226365036
9	 1519431226365045
9	 1519431226365054
11	 1519431226365065
11	 1519431226365076
13	 1519431226365089
9	 1519431226365098
10	 1519431226365108
9	 1519431226365117
10	 1519431226365127
12	 1519431226365139
9	 1519431226365148
10	 1519431226365158
22	 1519431226365180
91	 1519431226365271
16	 1519431226365287
9	 1519431226365296
32	 1519431226365328
15	 1519431226365343
11	 1519431226365354
586819	 1519431226952173
60524	 1519431227012697
26778	 1519431227039475
14	 1519431227039489
14	 1519431227039503
16	 1519431227039519
1541347	 1519431228580866
251923	 1519431228832789
31359	 1519431228864148
16	 1519431228864164
10	 1519431228864174
12	 1519431228864186
10	 1519431228864196
11	 1519431228864207
10	 1519431228864217
10	 1519431228864227
10	 1519431228864237
9	 1519431228864246
14	 1519431228864260
12	 1519431228864272
10	 1519431228864282
9	 1519431228864291
10	 1519431228864301
10	 1519431228864311
10	 1519431228864321
11	 1519431228864332
10	 1519431228864342
10	 1519431228864352
9	 1519431228864361
10	 1519431228864371
14	 1519431228864385
9	 1519431228864394
11	 1519431228864405
10	 1519431228864415
10	 1519431228864425
9	 1519431228864434
9	 1519431228864443
10	 1519431228864453
22	 1519431228864475
96	 1519431228864571
16	 1519431228864587
9	 1519431228864596
11	 1519431228864607
16	 1519431228864623
12	 1519431228864635
584972	 1519431229449607
63759	 1519431229513366
27393	 1519431229540759
14	 1519431229540773
12	 1519431229540785
16	 1519431229540801
1536416	 1519431231077217
252848	 1519431231330065
32211	 1519431231362276
12	 1519431231362288
11	 1519431231362299
11	 1519431231362310
9	 1519431231362319
10	 1519431231362329
10	 1519431231362339
12	 1519431231362351
9	 1519431231362360
10	 1519431231362370
10	 1519431231362380
10	 1519431231362390
13	 1519431231362403
9	 1519431231362412
11	 1519431231362423
10	 1519431231362433
10	 1519431231362443
9	 1519431231362452
10	 1519431231362462
15	 1519431231362477
14	 1519431231362491
13	 1519431231362504
14	 1519431231362518
10	 1519431231362528
9	 1519431231362537
10	 1519431231362547
10	 1519431231362557
9	 1519431231362566
11	 1519431231362577
10	 1519431231362587
22	 1519431231362609
91	 1519431231362700
16	 1519431231362716
9	 1519431231362725
12	 1519431231362737
18	 1519431231362755
10	 1519431231362765
585787	 1519431231948552
61753	 1519431232010305
27521	 1519431232037826
14	 1519431232037840
12	 1519431232037852
18	 1519431232037870
1525381	 1519431233563251
259899	 1519431233823150
31046	 1519431233854196
14	 1519431233854210
10	 1519431233854220
10	 1519431233854230
12	 1519431233854242
10	 1519431233854252
10	 1519431233854262
10	 1519431233854272
10	 1519431233854282
10	 1519431233854292
10	 1519431233854302
11	 1519431233854313
