# /lscratch1/kbferre/app-traces/mutrino/lulesh/125/rank-000.txt
 delta	 tstmp
17034	 1503728507361383
17150	 1503728507378533
17075	 1503728507395608
17054	 1503728507412662
17036	 1503728507429698
17027	 1503728507446725
17130	 1503728507463855
17114	 1503728507480969
16962	 1503728507497931
17147	 1503728507515078
17069	 1503728507532147
17100	 1503728507549247
16902	 1503728507566149
17166	 1503728507583315
16960	 1503728507600275
17034	 1503728507617309
17049	 1503728507634358
17098	 1503728507651456
17067	 1503728507668523
17137	 1503728507685660
17004	 1503728507702664
16952	 1503728507719616
17131	 1503728507736747
17093	 1503728507753840
17186	 1503728507771026
17193	 1503728507788219
16915	 1503728507805134
17086	 1503728507822220
17081	 1503728507839301
17136	 1503728507856437
17078	 1503728507873515
17103	 1503728507890618
17102	 1503728507907720
17079	 1503728507924799
17087	 1503728507941886
17044	 1503728507958930
17157	 1503728507976087
17051	 1503728507993138
19309	 1503728508012447
17118	 1503728508029565
17132	 1503728508046697
17032	 1503728508063729
17046	 1503728508080775
19699	 1503728508100474
18733	 1503728508119207
17522	 1503728508136729
17091	 1503728508153820
17037	 1503728508170857
16997	 1503728508187854
17042	 1503728508204896
16985	 1503728508221881
17172	 1503728508239053
17048	 1503728508256101
16991	 1503728508273092
17101	 1503728508290193
16961	 1503728508307154
17161	 1503728508324315
16980	 1503728508341295
17076	 1503728508358371
17119	 1503728508375490
16937	 1503728508392427
17021	 1503728508409448
17063	 1503728508426511
17031	 1503728508443542
17239	 1503728508460781
17009	 1503728508477790
17173	 1503728508494963
17084	 1503728508512047
16986	 1503728508529033
17166	 1503728508546199
17087	 1503728508563286
17104	 1503728508580390
16961	 1503728508597351
17112	 1503728508614463
17092	 1503728508631555
17043	 1503728508648598
17114	 1503728508665712
17154	 1503728508682866
17012	 1503728508699878
17031	 1503728508716909
17046	 1503728508733955
17069	 1503728508751024
16996	 1503728508768020
17044	 1503728508785064
17049	 1503728508802113
17164	 1503728508819277
16966	 1503728508836243
17056	 1503728508853299
17173	 1503728508870472
17029	 1503728508887501
17120	 1503728508904621
16916	 1503728508921537
17166	 1503728508938703
17128	 1503728508955831
16930	 1503728508972761
17196	 1503728508989957
16910	 1503728509006867
17083	 1503728509023950
17074	 1503728509041024
17097	 1503728509058121
17144	 1503728509075265
16938	 1503728509092203
17021	 1503728509109224
17170	 1503728509126394
23174	 1503728509149568
28352	 1503728509177920
15548	 1503728509193468
16901	 1503728509210369
17167	 1503728509227536
17103	 1503728509244639
16956	 1503728509261595
17168	 1503728509278763
17171	 1503728509295934
16994	 1503728509312928
17075	 1503728509330003
17154	 1503728509347157
17096	 1503728509364253
17029	 1503728509381282
17087	 1503728509398369
17157	 1503728509415526
17091	 1503728509432617
17176	 1503728509449793
17105	 1503728509466898
17164	 1503728509484062
17061	 1503728509501123
17096	 1503728509518219
17011	 1503728509535230
17257	 1503728509552487
17020	 1503728509569507
17175	 1503728509586682
17111	 1503728509603793
17081	 1503728509620874
17009	 1503728509637883
17088	 1503728509654971
17109	 1503728509672080
16953	 1503728509689033
17129	 1503728509706162
17086	 1503728509723248
17065	 1503728509740313
17132	 1503728509757445
17090	 1503728509774535
17095	 1503728509791630
17137	 1503728509808767
16914	 1503728509825681
17143	 1503728509842824
17194	 1503728509860018
16921	 1503728509876939
17207	 1503728509894146
