# /lscratch1/kbferre/app-traces/mutrino/milc/128/rank-000.txt
 delta	 tstmp
317	 1504215489940603
340	 1504215489940943
378	 1504215489941321
370	 1504215489941691
342	 1504215489942033
348	 1504215489942381
321	 1504215489942702
315	 1504215489943017
318	 1504215489943335
332	 1504215489943667
324	 1504215489943991
314	 1504215489944305
318	 1504215489944623
323	 1504215489944946
322	 1504215489945268
317	 1504215489945585
316	 1504215489945901
327	 1504215489946228
328	 1504215489946556
316	 1504215489946872
313	 1504215489947185
325	 1504215489947510
320	 1504215489947830
316	 1504215489948146
354	 1504215489948500
359	 1504215489948859
729	 1504215489949588
519	 1504215489950107
435	 1504215489950542
359	 1504215489950901
321	 1504215489951222
319	 1504215489951541
313	 1504215489951854
329	 1504215489952183
326	 1504215489952509
320	 1504215489952829
313	 1504215489953142
326	 1504215489953468
320	 1504215489953788
320	 1504215489954108
318	 1504215489954426
339	 1504215489954765
326	 1504215489955091
316	 1504215489955407
316	 1504215489955723
321	 1504215489956044
319	 1504215489956363
315	 1504215489956678
315	 1504215489956993
328	 1504215489957321
326	 1504215489957647
317	 1504215489957964
310	 1504215489958274
326	 1504215489958600
320	 1504215489958920
320	 1504215489959240
309	 1504215489959549
337	 1504215489959886
328	 1504215489960214
333	 1504215489960547
314	 1504215489960861
348	 1504215489961209
320	 1504215489961529
319	 1504215489961848
314	 1504215489962162
335	 1504215489962497
325	 1504215489962822
316	 1504215489963138
328	 1504215489963466
323	 1504215489963789
322	 1504215489964111
329	 1504215489964440
348	 1504215489964788
352	 1504215489965140
328	 1504215489965468
314	 1504215489965782
313	 1504215489966095
340	 1504215489966435
325	 1504215489966760
335	 1504215489967095
316	 1504215489967411
330	 1504215489967741
323	 1504215489968064
314	 1504215489968378
314	 1504215489968692
323	 1504215489969015
319	 1504215489969334
309	 1504215489969643
314	 1504215489969957
328	 1504215489970285
330	 1504215489970615
311	 1504215489970926
313	 1504215489971239
321	 1504215489971560
288	 1504215489971848
189	 1504215489972037
908	 1504215489972945
62485	 1504215490035430
7692	 1504215490043122
3649	 1504215490046771
4871	 1504215490051642
6945	 1504215490058587
2383	 1504215490060970
14114	 1504215490075084
3849	 1504215490078933
3402029	 1504215493480962
9235	 1504215493490197
21968	 1504215493512165
5085	 1504215493517250
815	 1504215493518065
20421	 1504215493538486
2451	 1504215493540937
18866	 1504215493559803
2192	 1504215493561995
18824	 1504215493580819
2288	 1504215493583107
18906	 1504215493602013
2128	 1504215493604141
18816	 1504215493622957
2274	 1504215493625231
18857	 1504215493644088
2223	 1504215493646311
18800	 1504215493665111
2309	 1504215493667420
18771	 1504215493686191
2202	 1504215493688393
19044	 1504215493707437
2004	 1504215493709441
18777	 1504215493728218
2301	 1504215493730519
18132	 1504215493748651
5765	 1504215493754416
4606	 1504215493759022
20590	 1504215493779612
4505	 1504215493784117
738	 1504215493784855
19396	 1504215493804251
2502	 1504215493806753
18679	 1504215493825432
2393	 1504215493827825
18926	 1504215493846751
2200	 1504215493848951
19031	 1504215493867982
2044	 1504215493870026
18871	 1504215493888897
2211	 1504215493891108
18483	 1504215493909591
2476	 1504215493912067
18618	 1504215493930685
2336	 1504215493933021
18891	 1504215493951912
2112	 1504215493954024
18881	 1504215493972905
5020	 1504215493977925
4345	 1504215493982270
20378	 1504215494002648
4353	 1504215494007001
831	 1504215494007832
19420	 1504215494027252
2517	 1504215494029769
18819	 1504215494048588
2258	 1504215494050846
18906	 1504215494069752
2131	 1504215494071883
18727	 1504215494090610
2375	 1504215494092985
18868	 1504215494111853
2074	 1504215494113927
18687	 1504215494132614
2383	 1504215494134997
18765	 1504215494153762
2116	 1504215494155878
18389	 1504215494174267
2706	 1504215494176973
18632	 1504215494195605
5331	 1504215494200936
4475	 1504215494205411
20242	 1504215494225653
4394	 1504215494230047
867	 1504215494230914
19325	 1504215494250239
2513	 1504215494252752
17951	 1504215494270703
3261	 1504215494273964
18928	 1504215494292892
2272	 1504215494295164
18751	 1504215494313915
2348	 1504215494316263
18226	 1504215494334489
18728	 1504215494353217
18778	 1504215494371995
2392	 1504215494374387
18868	 1504215494393255
12314	 1504215494405569
12776	 1504215494418345
24157	 1504215494442502
32147	 1504215494474649
7633	 1504215494482282
5174	 1504215494487456
20636	 1504215494508092
4655	 1504215494512747
906	 1504215494513653
27337	 1504215494540990
3386	 1504215494544376
18004	 1504215494562380
3330	 1504215494565710
18806	 1504215494584516
11933	 1504215494596449
17225	 1504215494613674
4055	 1504215494617729
18949	 1504215494636678
2470	 1504215494639148
17893	 1504215494657041
5021	 1504215494662062
20244	 1504215494682306
10470	 1504215494692776
19831	 1504215494712607
1837	 1504215494714444
18535	 1504215494732979
61744	 1504215494794723
4535	 1504215494799258
1394398	 1504215496193656
37986	 1504215496231642
5783	 1504215496237425
20536	 1504215496257961
5297	 1504215496263258
1016	 1504215496264274
19848	 1504215496284122
2160	 1504215496286282
18841	 1504215496305123
2252	 1504215496307375
18063	 1504215496325438
3046	 1504215496328484
18026	 1504215496346510
3012	 1504215496349522
18580	 1504215496368102
2573	 1504215496370675
18239	 1504215496388914
2991	 1504215496391905
19004	 1504215496410909
2046	 1504215496412955
18888	 1504215496431843
2213	 1504215496434056
18687	 1504215496452743
2385	 1504215496455128
18720	 1504215496473848
2290	 1504215496476138
18857	 1504215496494995
6703	 1504215496501698
21318	 1504215496523016
4387	 1504215496527403
711	 1504215496528114
19751	 1504215496547865
2195	 1504215496550060
18880	 1504215496568940
2121	 1504215496571061
18825	 1504215496589886
2202	 1504215496592088
18764	 1504215496610852
2258	 1504215496613110
18688	 1504215496631798
2373	 1504215496634171
18705	 1504215496652876
2274	 1504215496655150
18093	 1504215496673243
2917	 1504215496676160
18882	 1504215496695042
2073	 1504215496697115
18613	 1504215496715728
6913	 1504215496722641
20539	 1504215496743180
4479	 1504215496747659
707	 1504215496748366
19439	 1504215496767805
2471	 1504215496770276
18125	 1504215496788401
2998	 1504215496791399
18796	 1504215496810195
2251	 1504215496812446
18985	 1504215496831431
1991	 1504215496833422
18910	 1504215496852332
2161	 1504215496854493
18671	 1504215496873164
2326	 1504215496875490
18592	 1504215496894082
2463	 1504215496896545
18819	 1504215496915364
2362	 1504215496917726
18912	 1504215496936638
6831	 1504215496943469
20327	 1504215496963796
4768	 1504215496968564
778	 1504215496969342
19577	 1504215496988919
2359	 1504215496991278
18919	 1504215497010197
2326	 1504215497012523
19000	 1504215497031523
2263	 1504215497033786
18557	 1504215497052343
2650	 1504215497054993
17724	 1504215497072717
4543	 1504215497077260
18636	 1504215497095896
2355	 1504215497098251
18012	 1504215497116263
3051	 1504215497119314
18914	 1504215497138228
2044	 1504215497140272
18603	 1504215497158875
6884	 1504215497165759
20981	 1504215497186740
4478	 1504215497191218
795	 1504215497192013
19632	 1504215497211645
2303	 1504215497213948
18996	 1504215497232944
2216	 1504215497235160
18310	 1504215497253470
2886	 1504215497256356
18906	 1504215497275262
2150	 1504215497277412
18753	 1504215497296165
2364	 1504215497298529
18682	 1504215497317211
2570	 1504215497319781
18975	 1504215497338756
2037	 1504215497340793
18882	 1504215497359675
2217	 1504215497361892
18747	 1504215497380639
3789	 1504215497384428
10825569	 1504215508209997
23667	 1504215508233664
4508	 1504215508238172
18194	 1504215508256366
3914	 1504215508260280
17546	 1504215508277826
4500	 1504215508282326
18128	 1504215508300454
4022	 1504215508304476
17704	 1504215508322180
4349	 1504215508326529
18170	 1504215508344699
4001	 1504215508348700
18058	 1504215508366758
4069	 1504215508370827
17987	 1504215508388814
4060	 1504215508392874
18113	 1504215508410987
3889	 1504215508414876
18074	 1504215508432950
3959	 1504215508436909
18118	 1504215508455027
3946	 1504215508458973
18089	 1504215508477062
3936	 1504215508480998
18095	 1504215508499093
3946	 1504215508503039
18136	 1504215508521175
3895	 1504215508525070
17743	 1504215508542813
4265	 1504215508547078
18075	 1504215508565153
4001	 1504215508569154
16767	 1504215508585921
5397	 1504215508591318
18105	 1504215508609423
3948	 1504215508613371
18040	 1504215508631411
4045	 1504215508635456
17742	 1504215508653198
4317	 1504215508657515
17973	 1504215508675488
3992	 1504215508679480
18147	 1504215508697627
4003	 1504215508701630
17484	 1504215508719114
4551	 1504215508723665
17403	 1504215508741068
4705	 1504215508745773
17628	 1504215508763401
4490	 1504215508767891
17523	 1504215508785414
4493	 1504215508789907
18130	 1504215508808037
3937	 1504215508811974
18005	 1504215508829979
4092	 1504215508834071
17690	 1504215508851761
4352	 1504215508856113
18111	 1504215508874224
3887	 1504215508878111
18243	 1504215508896354
3880	 1504215508900234
18028	 1504215508918262
4050	 1504215508922312
18003	 1504215508940315
4067	 1504215508944382
17923	 1504215508962305
4220	 1504215508966525
17976	 1504215508984501
4102	 1504215508988603
16855	 1504215509005458
5254	 1504215509010712
18123	 1504215509028835
3970	 1504215509032805
18167	 1504215509050972
3904	 1504215509054876
18074	 1504215509072950
4007	 1504215509076957
18089	 1504215509095046
4013	 1504215509099059
18057	 1504215509117116
4133	 1504215509121249
17751	 1504215509139000
4327	 1504215509143327
18035	 1504215509161362
4048	 1504215509165410
17912	 1504215509183322
4282	 1504215509187604
17997	 1504215509205601
4014	 1504215509209615
18122	 1504215509227737
3963	 1504215509231700
17927	 1504215509249627
4159	 1504215509253786
18188	 1504215509271974
3890	 1504215509275864
18032	 1504215509293896
4091	 1504215509297987
18202	 1504215509316189
3913	 1504215509320102
18110	 1504215509338212
4049	 1504215509342261
18028	 1504215509360289
4061	 1504215509364350
17703	 1504215509382053
4342	 1504215509386395
17671	 1504215509404066
4417	 1504215509408483
17908	 1504215509426391
4173	 1504215509430564
17898	 1504215509448462
4238	 1504215509452700
18082	 1504215509470782
3948	 1504215509474730
17829	 1504215509492559
4254	 1504215509496813
17970	 1504215509514783
4051	 1504215509518834
18074	 1504215509536908
4158	 1504215509541066
18145	 1504215509559211
3961	 1504215509563172
17487	 1504215509580659
4558	 1504215509585217
17927	 1504215509603144
4143	 1504215509607287
18152	 1504215509625439
3929	 1504215509629368
18042	 1504215509647410
4062	 1504215509651472
18221	 1504215509669693
3824	 1504215509673517
17842	 1504215509691359
4341	 1504215509695700
17967	 1504215509713667
4071	 1504215509717738
17316	 1504215509735054
4799	 1504215509739853
18120	 1504215509757973
3934	 1504215509761907
18030	 1504215509779937
4091	 1504215509784028
18000	 1504215509802028
4123	 1504215509806151
18016	 1504215509824167
4015	 1504215509828182
18084	 1504215509846266
4015	 1504215509850281
17838	 1504215509868119
4307	 1504215509872426
17958	 1504215509890384
4157	 1504215509894541
18104	 1504215509912645
4036	 1504215509916681
18102	 1504215509934783
3966	 1504215509938749
18099	 1504215509956848
3874	 1504215509960722
18153	 1504215509978875
5261	 1504215509984136
18133	 1504215510002269
7073	 1504215510009342
18194	 1504215510027536
3943	 1504215510031479
17522	 1504215510049001
4552	 1504215510053553
17840	 1504215510071393
4347	 1504215510075740
18090	 1504215510093830
3931	 1504215510097761
17856	 1504215510115617
4243	 1504215510119860
17940	 1504215510137800
6103	 1504215510143903
17849	 1504215510161752
6617	 1504215510168369
16684	 1504215510185053
12680	 1504215510197733
20632	 1504215510218365
6033	 1504215510224398
19980	 1504215510244378
3787	 1504215510248165
18038	 1504215510266203
4050	 1504215510270253
18166	 1504215510288419
3959	 1504215510292378
17805	 1504215510310183
4321	 1504215510314504
18044	 1504215510332548
3976	 1504215510336524
18214	 1504215510354738
3971	 1504215510358709
19538	 1504215510378247
4896	 1504215510383143
18247	 1504215510401390
4061	 1504215510405451
18050	 1504215510423501
4149	 1504215510427650
18118	 1504215510445768
3912	 1504215510449680
18186	 1504215510467866
3923	 1504215510471789
17643	 1504215510489432
4395	 1504215510493827
17944	 1504215510511771
4181	 1504215510515952
18050	 1504215510534002
4069	 1504215510538071
18007	 1504215510556078
4257	 1504215510560335
17016	 1504215510577351
7988	 1504215510585339
15981	 1504215510601320
6774	 1504215510608094
17936	 1504215510626030
4274	 1504215510630304
18061	 1504215510648365
4070	 1504215510652435
17762	 1504215510670197
4330	 1504215510674527
18038	 1504215510692565
4029	 1504215510696594
18044	 1504215510714638
4044	 1504215510718682
17980	 1504215510736662
4129	 1504215510740791
18113	 1504215510758904
4009	 1504215510762913
18193	 1504215510781106
4172	 1504215510785278
18168	 1504215510803446
3948	 1504215510807394
18538	 1504215510825932
3780	 1504215510829712
18235	 1504215510847947
3857	 1504215510851804
18094	 1504215510869898
3937	 1504215510873835
18189	 1504215510892024
4147	 1504215510896171
18103	 1504215510914274
3936	 1504215510918210
17847	 1504215510936057
4698	 1504215510940755
18472	 1504215510959227
4427	 1504215510963654
17917	 1504215510981571
4170	 1504215510985741
18128	 1504215511003869
4022	 1504215511007891
17971	 1504215511025862
4072	 1504215511029934
17619	 1504215511047553
4638	 1504215511052191
17962	 1504215511070153
4050	 1504215511074203
18134	 1504215511092337
3931	 1504215511096268
17500	 1504215511113768
4705	 1504215511118473
17682	 1504215511136155
4751	 1504215511140906
17882	 1504215511158788
4360	 1504215511163148
18057	 1504215511181205
3932	 1504215511185137
17756	 1504215511202893
4438	 1504215511207331
18119	 1504215511225450
3886	 1504215511229336
18183	 1504215511247519
3935	 1504215511251454
17811	 1504215511269265
4332	 1504215511273597
18104	 1504215511291701
3981	 1504215511295682
18006	 1504215511313688
3993	 1504215511317681
18165	 1504215511335846
3990	 1504215511339836
17575	 1504215511357411
4466	 1504215511361877
17759	 1504215511379636
4436	 1504215511384072
17353	 1504215511401425
4666	 1504215511406091
18153	 1504215511424244
3974	 1504215511428218
17209	 1504215511445427
4773	 1504215511450200
18152	 1504215511468352
4034	 1504215511472386
17101	 1504215511489487
5159	 1504215511494646
17982	 1504215511512628
4001	 1504215511516629
18079	 1504215511534708
3981	 1504215511538689
18043	 1504215511556732
3976	 1504215511560708
18058	 1504215511578766
4103	 1504215511582869
18247	 1504215511601116
3794	 1504215511604910
18188	 1504215511623098
3916	 1504215511627014
18012	 1504215511645026
4013	 1504215511649039
17815	 1504215511666854
4438	 1504215511671292
18148	 1504215511689440
3887	 1504215511693327
18132	 1504215511711459
4117	 1504215511715576
18231	 1504215511733807
3783	 1504215511737590
17006	 1504215511754596
5175	 1504215511759771
18168	 1504215511777939
3868	 1504215511781807
18149	 1504215511799956
4049	 1504215511804005
17390	 1504215511821395
4688	 1504215511826083
18124	 1504215511844207
4003	 1504215511848210
17757	 1504215511865967
4289	 1504215511870256
18195	 1504215511888451
3915	 1504215511892366
18162	 1504215511910528
3936	 1504215511914464
17904	 1504215511932368
4146	 1504215511936514
18260	 1504215511954774
3876	 1504215511958650
17974	 1504215511976624
4073	 1504215511980697
17525	 1504215511998222
4619	 1504215512002841
18139	 1504215512020980
3952	 1504215512024932
17723	 1504215512042655
4476	 1504215512047131
18115	 1504215512065246
3906	 1504215512069152
17824	 1504215512086976
4320	 1504215512091296
17810	 1504215512109106
4174	 1504215512113280
18242	 1504215512131522
3971	 1504215512135493
17995	 1504215512153488
3913	 1504215512157401
18091	 1504215512175492
4112	 1504215512179604
18011	 1504215512197615
4107	 1504215512201722
18409	 1504215512220131
3842	 1504215512223973
18206	 1504215512242179
3891	 1504215512246070
18163	 1504215512264233
3922	 1504215512268155
18053	 1504215512286208
3933	 1504215512290141
18135	 1504215512308276
4060	 1504215512312336
18153	 1504215512330489
3960	 1504215512334449
18175	 1504215512352624
3885	 1504215512356509
17073	 1504215512373582
5013	 1504215512378595
17691	 1504215512396286
4377	 1504215512400663
18211	 1504215512418874
3963	 1504215512422837
18133	 1504215512440970
3896	 1504215512444866
18344	 1504215512463210
3805	 1504215512467015
17966	 1504215512484981
4094	 1504215512489075
18169	 1504215512507244
3945	 1504215512511189
18165	 1504215512529354
3892	 1504215512533246
18190	 1504215512551436
3973	 1504215512555409
17991	 1504215512573400
4071	 1504215512577471
17773	 1504215512595244
4349	 1504215512599593
18051	 1504215512617644
3993	 1504215512621637
18272	 1504215512639909
3825	 1504215512643734
17775	 1504215512661509
4258	 1504215512665767
18228	 1504215512683995
3928	 1504215512687923
18146	 1504215512706069
3987	 1504215512710056
18237	 1504215512728293
3993	 1504215512732286
18114	 1504215512750400
3923	 1504215512754323
18047	 1504215512772370
4035	 1504215512776405
18111	 1504215512794516
3980	 1504215512798496
18235	 1504215512816731
3913	 1504215512820644
18277	 1504215512838921
3852	 1504215512842773
18215	 1504215512860988
3926	 1504215512864914
18261	 1504215512883175
3886	 1504215512887061
17623	 1504215512904684
4420	 1504215512909104
18220	 1504215512927324
3902	 1504215512931226
18121	 1504215512949347
3885	 1504215512953232
18113	 1504215512971345
4030	 1504215512975375
17951	 1504215512993326
4064	 1504215512997390
17492	 1504215513014882
4661	 1504215513019543
18102	 1504215513037645
3977	 1504215513041622
18185	 1504215513059807
3983	 1504215513063790
18064	 1504215513081854
3949	 1504215513085803
17943	 1504215513103746
4144	 1504215513107890
17747	 1504215513125637
4290	 1504215513129927
18168	 1504215513148095
3955	 1504215513152050
18161	 1504215513170211
3949	 1504215513174160
18142	 1504215513192302
3975	 1504215513196277
18030	 1504215513214307
3990	 1504215513218297
18166	 1504215513236463
3914	 1504215513240377
18148	 1504215513258525
3956	 1504215513262481
18065	 1504215513280546
3975	 1504215513284521
18175	 1504215513302696
4036	 1504215513306732
18040	 1504215513324772
4012	 1504215513328784
18226	 1504215513347010
3902	 1504215513350912
18140	 1504215513369052
3879	 1504215513372931
17576	 1504215513390507
4622	 1504215513395129
17256	 1504215513412385
4851	 1504215513417236
18172	 1504215513435408
3913	 1504215513439321
17919	 1504215513457240
4258	 1504215513461498
18220	 1504215513479718
4024	 1504215513483742
17602	 1504215513501344
4455	 1504215513505799
18200	 1504215513523999
3889	 1504215513527888
17788	 1504215513545676
4236	 1504215513549912
18283	 1504215513568195
3827	 1504215513572022
18070	 1504215513590092
3907	 1504215513593999
18148	 1504215513612147
4044	 1504215513616191
18038	 1504215513634229
3980	 1504215513638209
17995	 1504215513656204
4167	 1504215513660371
18239	 1504215513678610
3822	 1504215513682432
18179	 1504215513700611
3932	 1504215513704543
18158	 1504215513722701
4028	 1504215513726729
17722	 1504215513744451
4316	 1504215513748767
18170	 1504215513766937
4061	 1504215513770998
17808	 1504215513788806
4240	 1504215513793046
17847	 1504215513810893
4258	 1504215513815151
17913	 1504215513833064
4129	 1504215513837193
18279	 1504215513855472
3845	 1504215513859317
18105	 1504215513877422
3980	 1504215513881402
17434	 1504215513898836
4698	 1504215513903534
18108	 1504215513921642
3879	 1504215513925521
18193	 1504215513943714
3978	 1504215513947692
18013	 1504215513965705
4038	 1504215513969743
18093	 1504215513987836
4086	 1504215513991922
18054	 1504215514009976
3995	 1504215514013971
18119	 1504215514032090
4051	 1504215514036141
17814	 1504215514053955
4177	 1504215514058132
17853	 1504215514075985
4406	 1504215514080391
18269	 1504215514098660
3882	 1504215514102542
18137	 1504215514120679
3946	 1504215514124625
18199	 1504215514142824
3925	 1504215514146749
17986	 1504215514164735
4070	 1504215514168805
18289	 1504215514187094
3811	 1504215514190905
18108	 1504215514209013
3881	 1504215514212894
18086	 1504215514230980
4178	 1504215514235158
18114	 1504215514253272
3893	 1504215514257165
17916	 1504215514275081
4308	 1504215514279389
18123	 1504215514297512
3913	 1504215514301425
18235	 1504215514319660
3926	 1504215514323586
18147	 1504215514341733
3841	 1504215514345574
18297	 1504215514363871
3839	 1504215514367710
18082	 1504215514385792
4008	 1504215514389800
18171	 1504215514407971
3960	 1504215514411931
17938	 1504215514429869
4116	 1504215514433985
18244	 1504215514452229
3871	 1504215514456100
18119	 1504215514474219
3914	 1504215514478133
18013	 1504215514496146
4114	 1504215514500260
18144	 1504215514518404
3856	 1504215514522260
17795	 1504215514540055
4311	 1504215514544366
17896	 1504215514562262
4287	 1504215514566549
18180	 1504215514584729
3870	 1504215514588599
18338	 1504215514606937
3886	 1504215514610823
18073	 1504215514628896
3936	 1504215514632832
18216	 1504215514651048
3945	 1504215514654993
18050	 1504215514673043
4016	 1504215514677059
17868	 1504215514694927
4259	 1504215514699186
17763	 1504215514716949
4259	 1504215514721208
18275	 1504215514739483
3755	 1504215514743238
18203	 1504215514761441
3930	 1504215514765371
18044	 1504215514783415
4142	 1504215514787557
18084	 1504215514805641
3957	 1504215514809598
18034	 1504215514827632
4148	 1504215514831780
18146	 1504215514849926
3887	 1504215514853813
17793	 1504215514871606
4385	 1504215514875991
17903	 1504215514893894
4194	 1504215514898088
17976	 1504215514916064
4191	 1504215514920255
18286	 1504215514938541
3764	 1504215514942305
18160	 1504215514960465
3973	 1504215514964438
17812	 1504215514982250
4229	 1504215514986479
18085	 1504215515004564
3980	 1504215515008544
17767	 1504215515026311
4382	 1504215515030693
18081	 1504215515048774
3905	 1504215515052679
18235	 1504215515070914
3948	 1504215515074862
18137	 1504215515092999
3883	 1504215515096882
17609	 1504215515114491
4539	 1504215515119030
17815	 1504215515136845
4241	 1504215515141086
18352	 1504215515159438
3955	 1504215515163393
18189	 1504215515181582
3840	 1504215515185422
17012	 1504215515202434
5157	 1504215515207591
18129	 1504215515225720
3973	 1504215515229693
17927	 1504215515247620
4161	 1504215515251781
18122	 1504215515269903
3890	 1504215515273793
18077	 1504215515291870
4108	 1504215515295978
17821	 1504215515313799
4185	 1504215515317984
18065	 1504215515336049
4163	 1504215515340212
18218	 1504215515358430
3789	 1504215515362219
17880	 1504215515380099
4300	 1504215515384399
17794	 1504215515402193
4283	 1504215515406476
17799	 1504215515424275
4375	 1504215515428650
18255	 1504215515446905
3842	 1504215515450747
18106	 1504215515468853
3964	 1504215515472817
17235	 1504215515490052
4913	 1504215515494965
17977	 1504215515512942
3983	 1504215515516925
18169	 1504215515535094
3919	 1504215515539013
17510	 1504215515556523
4687	 1504215515561210
18138	 1504215515579348
4046	 1504215515583394
18100	 1504215515601494
3906	 1504215515605400
18278	 1504215515623678
3880	 1504215515627558
17608	 1504215515645166
4422	 1504215515649588
17852	 1504215515667440
4306	 1504215515671746
18043	 1504215515689789
4011	 1504215515693800
18210	 1504215515712010
3960	 1504215515715970
18197	 1504215515734167
3833	 1504215515738000
18147	 1504215515756147
4066	 1504215515760213
17871	 1504215515778084
4147	 1504215515782231
18291	 1504215515800522
3848	 1504215515804370
17121	 1504215515821491
5028	 1504215515826519
17836	 1504215515844355
4167	 1504215515848522
18303	 1504215515866825
3912	 1504215515870737
17988	 1504215515888725
4024	 1504215515892749
18177	 1504215515910926
3955	 1504215515914881
18043	 1504215515932924
3979	 1504215515936903
18259	 1504215515955162
3897	 1504215515959059
17984	 1504215515977043
4053	 1504215515981096
17820	 1504215515998916
4379	 1504215516003295
18141	 1504215516021436
3915	 1504215516025351
18063	 1504215516043414
4079	 1504215516047493
18178	 1504215516065671
3809	 1504215516069480
18215	 1504215516087695
3913	 1504215516091608
17757	 1504215516109365
4301	 1504215516113666
18340	 1504215516132006
3889	 1504215516135895
18030	 1504215516153925
3948	 1504215516157873
18090	 1504215516175963
4186	 1504215516180149
18127	 1504215516198276
3939	 1504215516202215
17900	 1504215516220115
4248	 1504215516224363
18143	 1504215516242506
3874	 1504215516246380
18044	 1504215516264424
4045	 1504215516268469
17982	 1504215516286451
4118	 1504215516290569
18042	 1504215516308611
3963	 1504215516312574
18306	 1504215516330880
3885	 1504215516334765
18166	 1504215516352931
3929	 1504215516356860
17447	 1504215516374307
4708	 1504215516379015
18011	 1504215516397026
4019	 1504215516401045
17983	 1504215516419028
4253	 1504215516423281
17878	 1504215516441159
4129	 1504215516445288
18159	 1504215516463447
4052	 1504215516467499
18143	 1504215516485642
3842	 1504215516489484
18239	 1504215516507723
3911	 1504215516511634
18102	 1504215516529736
3944	 1504215516533680
18098	 1504215516551778
4014	 1504215516555792
18130	 1504215516573922
3915	 1504215516577837
18293	 1504215516596130
3878	 1504215516600008
17789	 1504215516617797
4255	 1504215516622052
18043	 1504215516640095
4087	 1504215516644182
18079	 1504215516662261
3927	 1504215516666188
18208	 1504215516684396
3902	 1504215516688298
18116	 1504215516706414
4033	 1504215516710447
18110	 1504215516728557
3872	 1504215516732429
17828	 1504215516750257
4395	 1504215516754652
18131	 1504215516772783
3864	 1504215516776647
18169	 1504215516794816
4014	 1504215516798830
17745	 1504215516816575
4305	 1504215516820880
17594	 1504215516838474
4564	 1504215516843038
18093	 1504215516861131
3962	 1504215516865093
18292	 1504215516883385
3940	 1504215516887325
17585	 1504215516904910
13765	 1504215516918675
17342	 1504215516936017
13844	 1504215516949861
19236	 1504215516969097
8074	 1504215516977171
18937	 1504215516996108
4104	 1504215517000212
18141	 1504215517018353
4307	 1504215517022660
17829	 1504215517040489
4236	 1504215517044725
18234	 1504215517062959
3923	 1504215517066882
18026	 1504215517084908
4038	 1504215517088946
18185	 1504215517107131
3910	 1504215517111041
18152	 1504215517129193
7916	 1504215517137109
12236	 1504215517149345
22166	 1504215517171511
21456	 1504215517192967
13628	 1504215517206595
20674	 1504215517227269
14926	 1504215517242195
28984	 1504215517271179
2309	 1504215517273488
18588	 1504215517292076
3888	 1504215517295964
18265	 1504215517314229
3828	 1504215517318057
17811	 1504215517335868
4357	 1504215517340225
18206	 1504215517358431
10411	 1504215517368842
18246	 1504215517387088
6480	 1504215517393568
18139	 1504215517411707
4301	 1504215517416008
17970	 1504215517433978
4056	 1504215517438034
18031	 1504215517456065
11125	 1504215517467190
18873	 1504215517486063
4535	 1504215517490598
18207	 1504215517508805
3697	 1504215517512502
18207	 1504215517530709
3996	 1504215517534705
18075	 1504215517552780
3910	 1504215517556690
18144	 1504215517574834
4018	 1504215517578852
17827	 1504215517596679
4789	 1504215517601468
17705	 1504215517619173
10430	 1504215517629603
22155	 1504215517651758
4910	 1504215517656668
20207	 1504215517676875
2596	 1504215517679471
17847	 1504215517697318
4263	 1504215517701581
18285	 1504215517719866
3991	 1504215517723857
17794	 1504215517741651
4261	 1504215517745912
18240	 1504215517764152
3937	 1504215517768089
18071	 1504215517786160
3972	 1504215517790132
17996	 1504215517808128
4201	 1504215517812329
18106	 1504215517830435
3954	 1504215517834389
18038	 1504215517852427
4104	 1504215517856531
22697	 1504215517879228
2781	 1504215517882009
18206	 1504215517900215
3864	 1504215517904079
18022	 1504215517922101
3957	 1504215517926058
18122	 1504215517944180
4183	 1504215517948363
17854	 1504215517966217
4029	 1504215517970246
18067	 1504215517988313
4136	 1504215517992449
18188	 1504215518010637
3875	 1504215518014512
18104	 1504215518032616
3897	 1504215518036513
18097	 1504215518054610
4069	 1504215518058679
18094	 1504215518076773
3875	 1504215518080648
18192	 1504215518098840
4002	 1504215518102842
18082	 1504215518120924
3897	 1504215518124821
18304	 1504215518143125
3848	 1504215518146973
18222	 1504215518165195
3849	 1504215518169044
17944	 1504215518186988
4260	 1504215518191248
18028	 1504215518209276
4004	 1504215518213280
17932	 1504215518231212
4176	 1504215518235388
18168	 1504215518253556
3855	 1504215518257411
18166	 1504215518275577
3970	 1504215518279547
18160	 1504215518297707
3880	 1504215518301587
18085	 1504215518319672
4037	 1504215518323709
18176	 1504215518341885
3817	 1504215518345702
18287	 1504215518363989
3909	 1504215518367898
17961	 1504215518385859
4093	 1504215518389952
18178	 1504215518408130
3920	 1504215518412050
17518	 1504215518429568
4511	 1504215518434079
17923	 1504215518452002
4282	 1504215518456284
18092	 1504215518474376
3936	 1504215518478312
18280	 1504215518496592
3823	 1504215518500415
17540	 1504215518517955
4574	 1504215518522529
17893	 1504215518540422
4157	 1504215518544579
18220	 1504215518562799
3924	 1504215518566723
18126	 1504215518584849
3876	 1504215518588725
18138	 1504215518606863
3994	 1504215518610857
17715	 1504215518628572
4240	 1504215518632812
18241	 1504215518651053
3890	 1504215518654943
17912	 1504215518672855
4150	 1504215518677005
18182	 1504215518695187
3965	 1504215518699152
17993	 1504215518717145
4081	 1504215518721226
18089	 1504215518739315
4057	 1504215518743372
18012	 1504215518761384
4050	 1504215518765434
18173	 1504215518783607
