# 
# 3-dimensional, 27ppt halo exchange (stencil)
# 16 runs per datapoint
#
# nodes         
64              466.278         466.278 466.302 466.668
128             466.278         466.278 466.301 466.654
256             466.278         466.278 466.442 466.804
512             466.278         466.278 466.542 467.127
1024            466.278         466.278 466.422 466.723
2048            466.278         466.278 466.565 466.878
4096            466.278         466.654 466.856 467.257
8192            466.278         466.864 467.013 467.222
16384           466.278         466.87 467.057 467.267
32768           466.278         - - -
65536           466.278         - - -
131072          466.278         - - -
