# 
# MPI_Allreduce microbenchmark
#
# 16 runs per datapoint
#
# nodes         
128             281.602         281.602 281.635 281.736
256             281.899         281.996 282.171 282.395
512             282.196         282.391 282.764 283.321
1024            282.493         282.916 283.382 284.247
2048            282.79          283.976 284.579 285.306
4096            283.087         284.77 285.873 286.632
8192            283.383         287.791 289.174 290.616
16384           283.68          292.8 295.88 296.91
32768           -               - - -
65536           -               - - -
131072          -               - - -
