# LAMMPS snap input performance 
# 16 total runs
# nodes         no-noise
128             36488.7         36488.7 36488.8 36489
256             36488.7         36488.7 36488.8 36489.2
512             36488.7         36488.8 36489 36489.3
1024            36488.7         36489.1 36489.4 36489.9
2048            36488.7         36489.5 36489.9 36490.4
4096            36488.7         36490 36490.5 36491.2
8192            36488.7         36491.2 36491.7 36492.3
16384           36488.7         36492.5 36493.1 36493.7
32768           36488.7         36493.8 36494.2 36494.8
65536           36488.7         36494.8 36495 36495.2
131072          36488.7         36495.2 36495.5 36495.8
