# LAMMPS LJ input performance
# 16 total runs per datapoint
#
# nodes no-noise
128     228.472         228.482 228.52 228.604
256     228.473         228.483 228.519 228.70
512     228.474         228.484 228.678 228.995
1024    228.475         228.569 228.786 228.954
2048    228.476         228.72 228.924 229.188
4096    228.476         228.934 229.097 229.225
8192    228.477         229.074 229.213 229.427
16384   228.478         229.127 229.336 229.685
32768   228.479         229.356 229.561 229.913
65536   228.48          229.299 229.728 230.073
131072  228.481         229.923 230.125 230.433
