# LAMMPS crack input performance 
# 16 total runs
# nodes         no-noise
64              49.42           49.4519 49.4519 49.452
128             49.4804         49.5093 49.5106 49.5119
256             49.5634         49.5797 49.6232 49.8467
512             49.6485         49.6554 49.7063 49.9221
1024            49.7369         49.7284 49.9194 50.2588
2048            49.8292         49.8005 50.0659 50.4647
4096            49.9219         50.0046 50.3092 51.0033
8192            50.0112         50.2949 50.7837 51.5253
16384           50.1008         50.8527 51.941 53.6366
32768           50.1915         52.7753 53.8405 55.184
65536           50.2725         - - -
131072          -               - - -
