# LAMMPS LJ input performance
# 16 total runs per datapoint
#
# nodes no-noise
128     228.472         230.628 231.048 231.7
256     228.473         230.894 231.6 232.188
512     228.474         231.652 232.081 232.714
1024    228.475         231.943 232.595 233.025
2048    228.476         232.578 233.029 233.668
4096    228.476         233.239 233.719 234.356
8192    228.477         234.099 234.733 235.573
16384   228.478         235.172 236.24 237.627
32768   228.479         236.232 238.6 240.377
65536   228.48          240.688 241.076 241.423
131072  228.481         241.949 242.297 242.917
