# LAMMPS crack input performance 
# 16 total runs
# nodes         no-noise
64              49.42           49.4519 49.9242 50.3818
128             49.4804         49.9097 50.4419 50.9695
256             49.5634         50.6421 51.3337 52.2739
512             49.6485         52.1552 53.1932 54.2673
1024            49.7369         55.9243 56.9316 58.3378
2048            49.8292         62.1943 64.9936 67.7376
4096            49.9219         79.3178 83.7768 89.5559
8192            50.0112         125.673 135.393 151.525
16384           50.1008         285.743 294.141 304.861
32768           50.1915         593.129 601.976 612.706
65536           50.2725         - - -
131072          -               - - -
