# 
# MPI_Allreduce microbenchmark
#
# 16 runs per datapoint
#
# nodes         
128             281.602         285.352 286.582 288.517 
256             281.899         290.163 291.681 295.029
512             282.196         300.716 303 307.14
1024            282.493         320.39 323.675 325.612
2048            282.79          364.859 369.462 375.46
4096            283.087         475.886 481.965 492.269
8192            283.383         781.274 798.201 814.3
16384           283.68          1788.88 1823.2 1896.34
32768           -               - - -
65536           -               - - -
131072          -               - - -
