# 
# 3-dimensional, 27ppt halo exchange (stencil)
# 16 runs per datapoint
#
# nodes         
64              466.278         467.554 468.368 469.118
128             466.278         468.073 468.561 469.116
256             466.278         468.22 468.714 469.457
512             466.278         468.374 468.947 469.354
1024            466.278         468.81 469.176 469.385
2048            466.278         468.797 469.146 469.399
4096            466.278         469.161 469.41 469.788
8192            466.278         469.175 469.431 469.581
16384           466.278         469.276 469.694 470.126
32768           466.278         - - -
65536           466.278         - - -
131072          466.278         - - -
